energetic_convergences,energy_consumed,UFO_Label,max_spiritual_size,end_time,start_source,end_source,delta_source,TARGET_INIT_MEDITATE,Dimension 4,Dimension 5,start_hour,driveTrain,start_time,
W1LF5_1_N002,0.84,9,21,3044-10-09T03:57:45,95,99,99,37,42.41418566,-179.0954298,3,PSY_B,3044-10-09T03:20:26,
BAYSH1R2_1_N001,14.07,9,21,3044-10-09T13:40:11,33,100,100,531,43.09327644,-180.4948703,4,PSY_B,3044-10-09T04:48:56,
W1LF5_1_N002,10.5,9,21,3044-10-09T14:58:45,41,91,91,23,42.41414198,-179.0956887,14,PSY_B,3044-10-09T14:35:29,
BRXTTN_1_N006,2.94,9,21,3044-10-10T01:58:34,86,100,100,382,42.49620208,-179.1698254,19,PSY_B,3044-10-09T19:35:43,
BAYSH1R2_1_N001,15.33,9,21,3044-10-10T13:54:33,27,100,100,563,43.09327644,-180.4948865,4,PSY_B,3044-10-10T04:30:39,
BRXTTN_1_N006,13.65,9,21,3044-10-10T18:24:41,35,100,100,169,42.49615354,-179.1698254,15,PSY_B,3044-10-10T15:35:39,
BRXTTN_1_N006,1.26,9,21,3044-10-11T03:28:33,94,100,100,296,42.49639624,-179.1695989,22,PSY_B,3044-10-10T22:31:42,
N1t AvaXlabl5,15.96,9,21,3044-10-11T13:50:58,24,100,100,519,43.09327644,-180.4948703,5,PSY_B,3044-10-11T05:11:42,
N1t AvaXlabl5,14.07,9,21,3044-10-11T18:45:59,33,100,100,199,42.49637359,-179.1694371,15,PSY_B,3044-10-11T15:26:44,
BRXTTN_1_N006,1.05,9,21,3044-10-12T02:49:01,95,100,100,385,42.49613736,-179.1698416,20,PSY_B,3044-10-11T20:23:02,
BAYSH1R2_1_N001,16.38,9,21,3044-10-12T14:09:08,22,100,100,541,43.09327644,-180.4948865,5,PSY_B,3044-10-12T05:07:58,
BRXTTN_1_N006,17.01,9,21,3044-10-12T18:46:19,18,99,99,173,42.49615354,-179.1695018,15,PSY_B,3044-10-12T15:52:59,
BRXTTN_1_N006,0.84,9,21,3044-10-12T22:29:39,96,100,100,146,42.4958623,-179.1698901,20,PSY_B,3044-10-12T20:03:00,
BRXTTN_1_N006,0.21,9,21,3044-10-13T03:49:04,99,100,100,290,42.49578787,-179.1697931,22,PSY_B,3044-10-12T22:58:05,
BAYSH1R2_1_N001,14.49,9,21,3044-10-13T19:48:10,31,100,100,865,43.09327644,-180.4948056,5,PSY_B,3044-10-13T05:22:56,
BAYSH1R2_1_N001,2.31,9,21,3044-10-14T22:14:53,89,100,100,1066,43.09327644,-180.4947862,4,PSY_B,3044-10-14T04:28:00,
S5RRMNT5_1_N011,1.47,9,21,3044-10-15T04:30:31,93,100,100,47,42.97906829,-180.5653828,3,PSY_B,3044-10-15T03:42:57,
BAYSH1R2_1_N001,2.31,9,21,3044-10-15T13:51:59,89,100,100,544,43.09327644,-180.4948703,4,PSY_B,3044-10-15T04:47:56,
W1LF5_1_N002,7.98,9,21,3044-10-15T15:12:10,49,87,87,14,42.41416948,-179.0954783,14,PSY_B,3044-10-15T14:57:57,
BRXTTN_1_N006,6.3,9,21,3044-10-15T21:47:20,70,100,100,104,42.496105,-179.1698578,20,PSY_B,3044-10-15T20:02:57,
BAYSH1R2_1_N001,15.33,9,21,3044-10-16T14:11:58,27,100,100,479,43.09327321,-180.4947085,6,PSY_B,3044-10-16T06:12:58,
BRXTTN_1_N006,12.18,9,21,3044-10-16T19:29:25,42,100,100,221,42.496105,-179.1698578,15,PSY_B,3044-10-16T15:48:00,
BAYSH1R2_1_N001,13.44,9,21,3044-10-17T13:30:58,36,100,100,567,43.09327644,-180.4948056,4,PSY_B,3044-10-17T04:03:00,
W1LF5_1_N002,8.4,9,21,3044-10-17T14:37:26,45,85,85,14,42.41416625,-179.0953812,14,PSY_B,3044-10-17T14:22:56,
BRXTTN_1_N006,4.62,9,21,3044-10-17T17:22:18,78,100,100,104,42.49618267,-179.1698416,15,PSY_B,3044-10-17T15:38:01,
BRXTTN_1_N006,0.84,9,21,3044-10-18T02:21:16,96,100,100,173,42.49577493,-179.1699419,23,PSY_B,3044-10-17T23:27:56,
BAYSH1R2_1_N001,15.75,9,21,3044-10-18T14:16:44,25,100,100,568,43.09327644,-180.4948865,4,PSY_B,3044-10-18T04:47:58,
BRXTTN_1_N006,12.18,9,21,3044-10-18T18:52:49,42,100,100,174,42.49621826,-179.1696636,15,PSY_B,3044-10-18T15:58:03,
S5RRMNT5_1_N011,6.72,9,21,3044-10-19T05:00:21,40,72,72,62,42.97345222,-180.5869345,3,PSY_B,3044-10-19T03:57:59,
BAYSH1R2_1_N001,10.5,9,21,3044-10-19T14:36:58,50,100,100,529,43.09327644,-180.4948703,5,PSY_B,3044-10-19T05:47:56,
BRXTTN_1_N006,14.91,9,21,3044-10-19T18:45:00,29,100,100,177,42.49613736,-179.1696313,15,PSY_B,3044-10-19T15:48:00,
BRXTTN_1_N006,0.42,9,21,3044-10-23T02:41:21,98,100,100,168,42.49575551,-179.170149,23,PSY_B,3044-10-22T23:52:58,
BAYSH1R2_1_N001,16.59,9,21,3044-10-23T16:18:45,21,100,100,695,43.09327644,-180.4948056,4,PSY_B,3044-10-23T04:42:59,
BRXTTN_1_N006,13.23,9,21,3044-10-24T03:32:35,37,100,100,584,42.49565196,-179.1698578,17,PSY_B,3044-10-23T17:47:55,
BAYSH1R2_1_N001,14.91,9,21,3044-10-24T14:00:31,29,100,100,357,43.09327644,-180.4948703,8,PSY_B,3044-10-24T08:02:56,
BAYSH1R2_1_N001,3.15,9,21,3044-10-25T13:13:43,85,100,100,1269,43.09327644,-180.4949027,16,PSY_B,3044-10-24T16:03:47,
BRXTTN_1_N006,13.65,9,21,3044-10-25T17:58:29,34,99,99,159,42.49613251,-179.1696313,15,PSY_B,3044-10-25T15:18:46,
BRXTTN_1_N006,1.68,9,21,3044-10-26T01:36:29,92,100,100,122,42.49591731,-179.1698578,23,PSY_B,3044-10-25T23:33:49,
DALYCTY_1_N016,2.73,9,21,3044-10-26T03:57:46,40,53,53,23,43.06663931,-180.6021437,3,PSY_B,3044-10-26T03:33:48,
BAYSH1R2_1_N001,10.71,9,21,3044-10-26T15:43:00,49,100,100,689,43.09327644,-180.4947862,4,PSY_B,3044-10-26T04:13:47,
BRXTTN_1_N006,14.91,9,21,3044-10-27T02:48:09,29,100,100,309,42.49620208,-179.1697607,21,PSY_B,3044-10-26T21:38:48,
BAYSH1R2_1_N001,5.04,9,21,3044-10-27T05:03:34,23,47,47,39,43.09327644,-180.4947862,4,PSY_B,3044-10-27T04:23:49,
BAYSH1R2_1_N001,11.34,9,21,3044-10-27T20:47:19,46,100,100,813,43.09327644,-180.4947862,7,PSY_B,3044-10-27T07:13:49,
BAYSH1R2_1_N001,1.26,9,21,3044-10-28T16:21:57,94,100,100,1008,43.09327644,-180.4948056,23,PSY_B,3044-10-27T23:33:49,
BRXTTN_1_N006,16.8,9,21,3044-10-28T22:31:49,20,100,100,293,42.49625062,-179.1693724,17,PSY_B,3044-10-28T17:38:49,
5MBRCDR_2_N104,11.76,9,21,3044-10-29T03:53:35,44,100,100,259,43.15662114,-180.3689899,23,PSY_B,3044-10-28T23:33:47,
BAYSH1R2_1_N001,2.1,9,21,3044-10-29T13:52:58,90,100,100,569,43.09313729,-180.4947409,4,PSY_B,3044-10-29T04:23:46,
W1LF5_1_N002,7.77,9,21,3044-10-29T15:07:04,47,84,84,13,42.41417919,-179.0953974,14,PSY_B,3044-10-29T14:53:59,
BRXTTN_1_N006,4.83,9,21,3044-10-29T22:08:10,77,100,100,144,42.49576522,-179.1700519,19,PSY_B,3044-10-29T19:43:49,
BAYSH1R2_1_N001,13.02,9,21,3044-10-30T13:56:24,38,100,100,517,43.09327644,-180.4948865,5,PSY_B,3044-10-30T05:18:47,
BRXTTN_1_N006,13.86,9,21,3044-10-30T18:38:04,33,99,99,159,42.49615678,-179.1694695,15,PSY_B,3044-10-30T15:58:52,
BRXTTN_1_N006,2.31,9,21,3044-10-30T22:23:18,89,100,100,144,42.49577493,-179.1698254,19,PSY_B,3044-10-30T19:58:48,
N1t AvaXlabl5,0.21,9,21,3044-10-31T01:48:12,99,100,100,174,42.49581376,-179.1698416,22,PSY_B,3044-10-30T22:53:50,
BAYSH1R2_1_N001,15.12,9,21,3044-10-31T13:52:05,28,100,100,593,43.09327644,-180.4948703,3,PSY_B,3044-10-31T03:58:48,
BRXTTN_1_N006,13.44,9,21,3044-10-31T18:57:35,36,100,100,208,42.49620694,-179.1695018,15,PSY_B,3044-10-31T15:28:49,
BAYSH1R2_1_N001,14.91,9,21,3044-11-01T13:56:34,29,100,100,592,43.09327644,-180.4948056,4,PSY_B,3044-11-01T04:03:48,
BRXTTN_1_N006,13.86,9,21,3044-11-01T18:53:44,34,100,100,189,42.49630563,-179.1697607,15,PSY_B,3044-11-01T15:43:48,
BRXTTN_1_N006,5.67,9,21,3044-11-02T02:37:02,73,100,100,328,42.49620208,-179.1695342,21,PSY_B,3044-11-01T21:08:49,
S5RRMNT5_1_N011,3.78,9,21,3044-11-02T05:50:19,43,61,61,66,42.97748913,-180.5849606,4,PSY_B,3044-11-02T04:43:45,
BAYSH1R2_1_N001,13.86,9,21,3044-11-02T15:56:51,34,100,100,568,43.09327644,-180.4948056,6,PSY_B,3044-11-02T06:28:45,
BRXTTN_1_N006,11.13,9,21,3044-11-02T19:30:06,46,99,99,146,42.4958623,-179.1698578,17,PSY_B,3044-11-02T17:03:51,
BRXTTN_1_N006,0.84,9,21,3044-11-03T02:32:01,96,100,100,353,42.49590437,-179.1698901,20,PSY_B,3044-11-02T20:38:50,
BAYSH1R2_1_N001,18.06,9,21,3044-11-03T16:52:46,14,100,100,564,43.09327644,-180.4948703,7,PSY_B,3044-11-03T07:28:44,
BAYSH1R2_1_N001,0.42,9,21,3044-11-04T03:40:20,98,100,100,226,43.09327644,-180.4948056,23,PSY_B,3044-11-03T23:53:49,
BAYSH1R2_1_N001,1.26,9,21,3044-11-04T17:25:32,94,100,100,591,43.09327644,-180.4948865,7,PSY_B,3044-11-04T07:33:47,
BRXTTN_1_N006,13.23,9,21,3044-11-05T00:02:15,37,100,100,273,42.49623768,-179.1695018,19,PSY_B,3044-11-04T19:28:59,
BAYSH1R2_1_N001,15.75,9,21,3044-11-05T17:00:36,25,100,100,601,43.09328453,-180.4949836,6,PSY_B,3044-11-05T06:58:44,
BRXTTN_1_N006,16.59,9,21,3044-11-06T03:56:47,21,100,100,222,42.49554679,-179.1702137,0,PSY_B,3044-11-06T00:13:52,
BAYSH1R2_1_N001,16.59,9,21,3044-11-06T15:52:53,21,100,100,449,43.09327644,-180.4948703,8,PSY_B,3044-11-06T08:23:45,
BRXTTN_1_N006,14.7,9,21,3044-11-06T20:53:22,30,100,100,164,42.4958623,-179.1700196,18,PSY_B,3044-11-06T18:08:57,
BAYSH1R2_1_N001,16.59,9,21,3044-11-07T15:00:28,21,100,100,411,43.09327644,-180.4948703,8,PSY_B,3044-11-07T08:08:45,
BRXTTN_1_N006,14.49,9,21,3044-11-07T21:08:14,31,100,100,229,42.49622473,-179.1697283,17,PSY_B,3044-11-07T17:18:48,
BAYSH1R2_1_N001,10.71,9,21,3044-11-08T14:51:15,49,100,100,542,43.09327644,-180.4948056,5,PSY_B,3044-11-08T05:48:48,
BRXTTN_1_N006,15.12,9,21,3044-11-08T19:53:26,28,100,100,164,42.49585583,-179.1699549,17,PSY_B,3044-11-08T17:08:45,
BAYSH1R2_1_N001,12.39,9,21,3044-11-09T15:01:00,41,100,100,467,43.09327644,-180.4948703,7,PSY_B,3044-11-09T07:13:51,
BRXTTN_1_N006,14.49,9,21,3044-11-09T19:37:12,31,100,100,188,42.49623768,-179.1695212,16,PSY_B,3044-11-09T16:28:50,
BAYSH1R2_1_N001,15.33,9,21,3044-11-10T20:48:19,27,100,100,679,43.09327644,-180.4947733,9,PSY_B,3044-11-10T09:28:45,
BRXTTN_1_N006,12.18,9,21,3044-11-10T23:56:11,41,99,99,117,42.49636712,-179.1695018,21,PSY_B,3044-11-10T21:58:49,
BRXTTN_1_N006,2.52,9,21,3044-11-13T03:22:00,88,100,100,373,42.49618267,-179.1695018,21,PSY_B,3044-11-12T21:08:43,
BAYSH1R2_1_N001,15.75,9,21,3044-11-13T17:37:18,25,100,100,763,43.09327644,-180.4947862,4,PSY_B,3044-11-13T04:53:43,
BRXTTN_1_N006,7.35,9,21,3044-11-13T19:50:43,41,76,76,71,42.49576846,-179.1698578,18,PSY_B,3044-11-13T18:38:47,
BRXTTN_1_N006,7.14,9,21,3044-11-13T23:50:20,66,100,100,171,42.49605323,-179.1698901,20,PSY_B,3044-11-13T20:58:49,
BAYSH1R2_1_N001,11.34,9,21,3044-11-14T18:07:05,46,100,100,773,43.09328453,-180.4949351,5,PSY_B,3044-11-14T05:13:45,
BRXTTN_1_N006,15.96,9,21,3044-11-15T03:16:02,24,100,100,387,42.49587363,-179.169696,20,PSY_B,3044-11-14T20:48:49,
BAYSH1R2_1_N001,12.6,9,21,3044-11-15T17:51:35,40,100,100,642,43.09327644,-180.4947862,7,PSY_B,3044-11-15T07:08:49,
BRXTTN_1_N006,7.56,9,21,3044-11-15T20:01:30,42,78,78,72,42.49574419,-179.1699419,18,PSY_B,3044-11-15T18:48:53,
BRXTTN_1_N006,6.51,9,21,3044-11-15T23:26:55,69,100,100,123,42.49581862,-179.1697607,21,PSY_B,3044-11-15T21:23:46,
BAYSH1R2_1_N001,10.71,9,21,3044-11-16T18:51:53,49,100,100,783,43.09327644,-180.4948703,5,PSY_B,3044-11-16T05:48:46,
BRXTTN_1_N006,4.83,9,21,3044-11-16T20:30:26,42,65,65,46,42.49576522,-179.1698901,19,PSY_B,3044-11-16T19:43:48,
BRXTTN_1_N006,1.89,9,21,3044-11-17T02:23:02,91,100,100,174,42.49624415,-179.1695212,23,PSY_B,3044-11-16T23:28:48,
BAYSH1R2_1_N001,9.66,9,21,3044-11-20T01:27:32,54,100,100,4188,43.09327644,-180.4947862,3,PSY_B,3044-11-17T03:38:46,
BAYSH1R2_1_N001,3.78,9,21,3044-11-20T06:43:16,82,100,100,194,43.09327644,-180.4947733,3,PSY_B,3044-11-20T03:28:46,
BAYSH1R2_1_N001,3.57,9,21,3044-11-20T19:59:56,83,100,100,616,43.09327644,-180.4948703,9,PSY_B,3044-11-20T09:43:42,
BAYSH1R2_1_N001,8.61,9,21,3044-11-21T18:17:47,59,100,100,1039,43.09327644,-180.4948865,0,PSY_B,3044-11-21T00:58:47,
BAYSH1R2_1_N001,2.73,9,21,3044-11-21T21:02:56,62,75,75,24,43.09327644,-180.4947733,20,PSY_B,3044-11-21T20:38:49,
BAYSH1R2_1_N001,6.72,9,21,3044-11-23T01:22:42,68,100,100,1508,43.09327644,-180.4947862,0,PSY_B,3044-11-22T00:13:48,
BAYSH1R2_1_N001,1.05,9,21,3044-11-23T17:53:29,95,100,100,879,43.09327644,-180.4947862,3,PSY_B,3044-11-23T03:13:47,
BRXTTN_1_N006,19.11,9,21,3044-11-24T04:43:27,9,100,100,384,42.49624415,-179.1694209,22,PSY_B,3044-11-23T22:18:44,
W1LF5_1_N002,0.63,9,21,3044-11-24T05:32:08,96,99,99,33,42.40948214,-179.1174993,4,PSY_B,3044-11-24T04:58:41,
BAYSH1R2_1_N001,13.86,9,21,3044-11-24T17:30:39,34,100,100,661,43.09327644,-180.4948056,6,PSY_B,3044-11-24T06:28:41,
ST5LLXNG_1_N004,3.15,9,21,3044-11-24T18:48:28,20,35,35,29,42.42479974,-179.1736763,18,PSY_B,3044-11-24T18:18:42,
BRXTTN_1_N006,16.59,9,21,3044-11-25T00:02:28,21,100,100,233,42.49626195,-179.1695989,20,PSY_B,3044-11-24T20:08:41,
BAYSH1R2_1_N001,15.33,9,21,3044-11-25T21:13:31,27,100,100,1119,43.09327644,-180.4948703,2,PSY_B,3044-11-25T02:33:41,
BAYSH1R2_1_N001,6.3,9,21,3044-11-26T14:09:56,70,100,100,476,43.09329748,-180.4950969,6,PSY_B,3044-11-26T06:13:40,
BRXTTN_1_N006,12.81,9,21,3044-11-26T18:31:14,39,100,100,182,42.49628784,-179.1696442,15,PSY_B,3044-11-26T15:28:39,
BRXTTN_1_N006,1.47,9,21,3044-11-27T04:27:29,93,100,100,278,42.49605323,-179.170149,23,PSY_B,3044-11-26T23:48:35,
BAYSH1R2_1_N001,11.34,9,21,3044-11-27T14:17:49,46,100,100,519,43.09328453,-180.4949836,5,PSY_B,3044-11-27T05:38:35,
BRXTTN_1_N006,17.01,9,21,3044-11-27T18:51:24,19,100,100,202,42.49626195,-179.1696442,15,PSY_B,3044-11-27T15:28:35,
DALYCTY_1_N016,1.68,9,21,3044-11-28T07:06:20,51,59,59,22,43.06388062,-180.5989239,6,PSY_B,3044-11-28T06:43:34,
BAYSH1R2_1_N001,9.24,9,21,3044-11-28T14:31:19,56,100,100,427,43.09327644,-180.4948703,7,PSY_B,3044-11-28T07:23:37,
5MBRCDR_2_N104,0.42,9,21,3044-11-28T15:37:47,98,100,100,44,43.16610262,-180.3737792,14,PSY_B,3044-11-28T14:53:35,
W1LF5_1_N002,8.61,9,21,3044-11-28T17:30:13,50,91,91,21,42.4141533,-179.0954298,17,PSY_B,3044-11-28T17:08:34,
BRXTTN_1_N006,5.46,9,21,3044-11-29T01:53:04,74,100,100,259,42.49588657,-179.1699419,21,PSY_B,3044-11-28T21:33:35,
BAYSH1R2_1_N001,15.75,9,21,3044-11-29T14:47:57,25,100,100,594,43.09327644,-180.4948703,4,PSY_B,3044-11-29T04:53:34,
BRXTTN_1_N006,16.59,9,21,3044-11-29T19:55:43,21,100,100,217,42.49617619,-179.1695342,16,PSY_B,3044-11-29T16:18:34,
BRXTTN_1_N006,2.1,9,21,3044-11-30T04:08:20,90,100,100,174,42.49613736,-179.1695989,1,PSY_B,3044-11-30T01:13:34,
BAYSH1R2_1_N001,17.01,9,21,3044-11-30T15:18:26,19,100,100,554,43.09327644,-180.4948703,6,PSY_B,3044-11-30T06:03:34,
BRXTTN_1_N006,13.44,9,21,3044-11-30T23:00:57,36,100,100,387,42.49616325,-179.1695989,16,PSY_B,3044-11-30T16:33:34,
DALYCTY_1_N016,1.68,9,21,3044-12-01T06:02:27,41,49,49,23,43.06395505,-180.5990695,5,PSY_B,3044-12-01T05:38:35,
BAYSH1R2_1_N001,12.18,9,21,3044-12-01T21:28:05,42,100,100,909,43.09327644,-180.4948865,6,PSY_B,3044-12-01T06:18:36,
5MBRCDR_2_N104,2.73,9,21,3044-12-02T05:17:35,87,100,100,134,43.1660913,-180.3737469,3,PSY_B,3044-12-02T03:03:35,
BAYSH1R2_1_N001,3.57,9,21,3044-12-02T21:30:48,83,100,100,867,43.09327644,-180.4948056,7,PSY_B,3044-12-02T07:03:34,
BAYSH1R2_1_N001,7.77,9,21,3044-12-03T14:52:33,63,100,100,363,43.09327644,-180.4948056,8,PSY_B,3044-12-03T08:48:34,
BRXTTN_1_N006,13.86,9,21,3044-12-03T20:20:51,34,100,100,217,42.49613251,-179.1695342,16,PSY_B,3044-12-03T16:43:35,
BRXTTN_1_N006,0,9,21,3044-12-04T03:06:15,100,100,100,88,42.49624415,-179.16934,1,PSY_B,3044-12-04T01:38:01,
BAYSH1R2_1_N001,12.6,9,21,3044-12-04T14:52:01,40,100,100,568,43.09327644,-180.4948865,5,PSY_B,3044-12-04T05:23:34,
BRXTTN_1_N006,1.05,9,21,3044-12-05T03:42:35,95,100,100,143,42.49627489,-179.1695989,1,PSY_B,3044-12-05T01:18:36,
BAYSH1R2_1_N001,0.42,9,21,3044-12-05T05:38:02,44,46,46,4,43.09327644,-180.4948865,5,PSY_B,3044-12-05T05:33:34,
BAYSH1R2_1_N001,10.71,9,21,3044-12-05T14:57:03,49,100,100,553,43.09327644,-180.4948865,5,PSY_B,3044-12-05T05:43:35,
BRXTTN_1_N006,15.75,9,21,3044-12-05T19:44:31,24,99,99,160,42.49584289,-179.1699549,17,PSY_B,3044-12-05T17:03:35,
BAYSH1R2_1_N001,14.7,9,21,3044-12-06T15:07:30,30,100,100,583,43.09327644,-180.4948703,5,PSY_B,3044-12-06T05:23:34,
BRXTTN_1_N006,13.02,9,21,3044-12-06T19:27:56,38,100,100,169,42.496105,-179.1698901,16,PSY_B,3044-12-06T16:38:36,
BRXTTN_1_N006,0.63,9,21,3044-12-07T01:12:31,97,100,100,93,42.49547884,-179.1700519,23,PSY_B,3044-12-06T23:38:36,
BAYSH1R2_1_N001,10.71,9,21,3044-12-07T15:35:15,49,100,100,751,43.09327644,-180.4948703,3,PSY_B,3044-12-07T03:03:36,
BRXTTN_1_N006,17.01,9,21,3044-12-08T02:58:35,19,100,100,439,42.4958623,-179.1698416,19,PSY_B,3044-12-07T19:38:38,
BRXTTN_1_N006,0.63,9,21,3044-12-11T03:07:18,97,100,100,138,42.49625062,-179.170162,0,PSY_B,3044-12-11T00:48:42,
BAYSH1R2_1_N001,15.33,9,21,3044-12-11T15:13:24,27,100,100,614,43.09327644,-180.4948865,4,PSY_B,3044-12-11T04:58:41,
BRXTTN_1_N006,12.81,9,21,3044-12-12T04:21:40,39,100,100,262,42.49587363,-179.1702461,23,PSY_B,3044-12-11T23:58:43,
BAYSH1R2_1_N001,14.07,9,21,3044-12-12T15:01:57,33,100,100,483,43.09327644,-180.4947733,6,PSY_B,3044-12-12T06:58:40,
BRXTTN_1_N006,14.28,9,21,3044-12-12T19:45:50,32,100,100,177,42.49620694,-179.169696,16,PSY_B,3044-12-12T16:48:43,
BRXTTN_1_N006,0.84,9,21,3044-12-13T04:25:32,96,100,100,261,42.49617619,-179.1698254,0,PSY_B,3044-12-13T00:03:40,
DALYCTY_1_N016,3.36,9,21,3044-12-13T06:02:47,48,64,64,49,43.0639421,-180.5992637,5,PSY_B,3044-12-13T05:13:40,
BAYSH1R2_1_N001,9.45,9,21,3044-12-13T14:52:34,55,100,100,513,43.09327644,-180.4947733,6,PSY_B,3044-12-13T06:18:38,
BRXTTN_1_N006,13.86,9,21,3044-12-13T19:51:03,34,100,100,197,42.49589466,-179.1696636,16,PSY_B,3044-12-13T16:33:40,
BRXTTN_1_N006,15.96,9,21,3044-12-22T02:56:13,24,100,100,427,42.49628298,-179.1697607,19,PSY_B,3044-12-21T19:48:45,
BAYSH1R2_1_N001,16.38,9,21,3044-12-22T17:40:15,22,100,100,651,43.09327644,-180.4948865,6,PSY_B,3044-12-22T06:48:48,
BAYSH1R2_1_N001,3.99,9,21,3044-12-23T18:48:35,81,100,100,794,43.09327644,-180.4948703,5,PSY_B,3044-12-23T05:33:42,
BAYSH1R2_1_N001,16.38,9,21,3044-12-26T06:40:46,22,100,100,2932,43.09327644,-180.4948703,5,PSY_B,3044-12-24T05:48:42,
BAYSH1R2_1_N001,1.68,9,21,3044-12-27T18:07:48,92,100,100,1979,43.09327644,-180.4948703,9,PSY_B,3044-12-26T09:08:41,
BRXTTN_1_N006,14.7,9,21,3044-12-27T23:23:00,30,100,100,189,42.49636712,-179.1694371,20,PSY_B,3044-12-27T20:13:47,
L1SALTS_6_N004,5.04,9,21,3044-12-28T05:57:17,76,100,100,138,42.54274547,-179.4139816,3,PSY_B,3044-12-28T03:38:44,
BRXTTN_1_N006,0.21,9,21,3044-12-28T06:17:55,94,95,95,4,42.49629269,-179.1694371,6,PSY_B,3044-12-28T06:13:42,
DALYCTY_1_N016,1.68,9,21,3044-12-28T07:23:37,30,38,38,19,43.06388062,-180.5990048,7,PSY_B,3044-12-28T07:03:43,
BAYSH1R2_1_N001,14.28,9,21,3044-12-29T02:02:40,32,100,100,1109,43.09327644,-180.4948703,7,PSY_B,3044-12-28T07:33:40,
BRXTTN_1_N006,10.71,9,21,3044-12-29T06:00:18,49,100,100,151,42.49615678,-179.1694371,3,PSY_B,3044-12-29T03:28:47,
BAYSH1R2_1_N001,16.59,9,21,3044-12-29T21:56:18,21,100,100,807,43.09327644,-180.4948056,8,PSY_B,3044-12-29T08:28:41,
5MBRCDR_2_N104,0.42,9,21,3044-12-30T00:58:49,98,100,100,155,43.16615116,-180.3738116,22,PSY_B,3044-12-29T22:23:47,
BAYSH1R2_1_N001,2.31,9,21,3044-12-30T05:13:37,89,100,100,179,43.09327644,-180.4948056,2,PSY_B,3044-12-30T02:13:46,
BAYSH1R2_1_N001,1.47,9,21,3044-12-31T00:48:37,93,100,100,1089,43.09327644,-180.4948865,6,PSY_B,3044-12-30T06:38:42,
BAYSH1R2_1_N001,6.72,9,21,3045-01-01T01:17:45,68,100,100,1008,43.09327644,-180.4948703,8,PSY_B,3044-12-31T08:28:47,
BAYSH1R2_1_N001,8.82,9,21,3045-01-02T03:47:32,58,100,100,1348,43.09327644,-180.4947733,5,PSY_B,3045-01-01T05:18:43,
BAYSH1R2_1_N001,10.5,9,21,3045-01-02T14:44:09,50,100,100,465,43.09327644,-180.4948703,6,PSY_B,3045-01-02T06:58:43,
BRXTTN_1_N006,14.49,9,21,3045-01-02T19:45:35,31,100,100,221,42.49633152,-179.1694209,16,PSY_B,3045-01-02T16:03:46,
BRXTTN_1_N006,2.1,9,21,3045-01-02T22:56:53,90,100,100,88,42.49576522,-179.1697931,21,PSY_B,3045-01-02T21:28:44,
DALYCTY_1_N016,5.46,9,21,3045-01-03T05:57:24,38,64,64,48,43.06396637,-180.5988268,5,PSY_B,3045-01-03T05:08:47,
BAYSH1R2_1_N001,9.66,9,21,3045-01-03T17:22:03,54,100,100,673,43.09327644,-180.4947733,6,PSY_B,3045-01-03T06:08:44,
BRXTTN_1_N006,15.12,9,21,3045-01-04T05:38:12,28,100,100,509,42.49621826,-179.1697283,21,PSY_B,3045-01-03T21:08:47,
BAYSH1R2_1_N001,13.23,9,21,3045-01-04T14:36:34,37,100,100,432,43.09313729,-180.4944497,7,PSY_B,3045-01-04T07:23:43,
W1LF5_1_N002,9.87,9,21,3045-01-04T15:55:42,44,91,91,21,42.4141533,-179.0954298,15,PSY_B,3045-01-04T15:33:46,
BRXTTN_1_N006,7.14,9,21,3045-01-05T05:12:02,66,100,100,473,42.4962668,-179.1693724,21,PSY_B,3045-01-04T21:18:48,
DALYCTY_1_N016,4.2,9,21,3045-01-05T07:22:39,43,63,63,53,43.06388062,-180.5989401,6,PSY_B,3045-01-05T06:28:42,
BAYSH1R2_1_N001,10.08,9,21,3045-01-06T04:43:31,52,100,100,1264,43.09327644,-180.4948056,7,PSY_B,3045-01-05T07:38:40,
BAYSH1R2_1_N001,3.78,9,21,3045-01-07T02:22:10,82,100,100,1198,43.09327644,-180.4947733,6,PSY_B,3045-01-06T06:23:40,
BAYSH1R2_1_N001,2.52,9,21,3045-01-07T15:12:59,88,100,100,644,43.09327644,-180.4948703,4,PSY_B,3045-01-07T04:28:47,
BRXTTN_1_N006,13.44,9,21,3045-01-07T19:52:59,35,99,99,169,42.49621826,-179.169696,17,PSY_B,3045-01-07T17:03:41,
BRXTTN_1_N006,0.84,9,21,3045-01-08T04:17:03,96,100,100,58,42.4962668,-179.1696636,3,PSY_B,3045-01-08T03:18:44,
BAYSH1R2_1_N001,14.49,9,21,3045-01-08T14:53:07,31,100,100,509,43.09327644,-180.4948703,6,PSY_B,3045-01-08T06:23:39,
BRXTTN_1_N006,16.8,9,21,3045-01-08T20:01:29,20,100,100,192,42.49566329,-179.170162,16,PSY_B,3045-01-08T16:48:41,
BRXTTN_1_N006,2.52,9,21,3045-01-09T03:57:37,88,100,100,383,42.49629269,-179.1697283,21,PSY_B,3045-01-08T21:33:41,
BAYSH1R2_1_N001,11.97,9,21,3045-01-09T15:02:46,43,100,100,544,43.09327644,-180.4948865,5,PSY_B,3045-01-09T05:58:41,
